"Date","GOLD","PALL","SILVER"
7/29/1998 0:00:00,290.75,313.00,5.67
7/30/1998 0:00:00,290.00,305.00,5.54
7/31/1998 0:00:00,288.85,313.00,5.52
8/3/1998 0:00:00,286.15,310.00,5.40
8/4/1998 0:00:00,286.10,300.00,5.38
8/5/1998 0:00:00,287.90,300.00,5.47
8/6/1998 0:00:00,287.80,300.00,5.42
8/7/1998 0:00:00,285.70,298.00,5.41
8/10/1998 0:00:00,285.60,296.00,5.28
8/11/1998 0:00:00,284.80,296.00,5.20
8/12/1998 0:00:00,285.05,296.00,5.24
8/13/1998 0:00:00,283.40,290.00,5.10
8/14/1998 0:00:00,284.40,290.00,5.14
8/17/1998 0:00:00,284.15,285.00,5.13
8/18/1998 0:00:00,284.25,287.00,5.12
8/19/1998 0:00:00,285.50,285.00,5.10
8/20/1998 0:00:00,285.30,288.00,5.10
8/21/1998 0:00:00,283.50,292.00,5.16
8/24/1998 0:00:00,284.50,295.00,5.16
8/25/1998 0:00:00,283.05,294.00,5.07
8/26/1998 0:00:00,283.15,288.00,4.96
8/27/1998 0:00:00,278.50,278.00,4.97
8/28/1998 0:00:00,273.40,278.00,4.78
9/1/1998 0:00:00,279.00,286.00,4.73
9/2/1998 0:00:00,280.15,285.00,4.84
9/3/1998 0:00:00,279.15,285.00,4.81
9/4/1998 0:00:00,285.00,289.00,4.98
9/7/1998 0:00:00,288.25,288.00,5.04
9/8/1998 0:00:00,285.40,283.00,5.01
9/9/1998 0:00:00,283.45,284.00,4.85
9/10/1998 0:00:00,290.50,292.00,4.98
9/11/1998 0:00:00,293.35,296.00,5.05
9/14/1998 0:00:00,290.20,294.00,4.96
9/15/1998 0:00:00,290.65,294.00,4.93
9/16/1998 0:00:00,288.25,294.00,4.95
9/17/1998 0:00:00,290.50,293.00,4.94
9/18/1998 0:00:00,290.10,294.00,4.99
9/21/1998 0:00:00,292.95,288.00,5.00
9/22/1998 0:00:00,288.90,285.00,4.89
9/23/1998 0:00:00,288.90,282.00,4.88
9/24/1998 0:00:00,292.70,289.00,5.06
9/25/1998 0:00:00,298.10,291.00,5.18
9/28/1998 0:00:00,292.25,291.00,5.14
9/29/1998 0:00:00,296.00,288.00,5.35
9/30/1998 0:00:00,293.85,282.00,5.38
10/1/1998 0:00:00,297.60,292.00,5.36
10/2/1998 0:00:00,300.80,286.00,5.30
10/5/1998 0:00:00,298.75,288.00,5.15
10/6/1998 0:00:00,294.65,286.00,5.08
10/7/1998 0:00:00,298.00,290.00,5.13
10/8/1998 0:00:00,300.25,289.00,5.22
10/9/1998 0:00:00,298.70,287.00,5.01
10/12/1998 0:00:00,296.45,285.00,4.84
10/13/1998 0:00:00,295.55,284.00,4.86
10/14/1998 0:00:00,295.30,281.00,4.80
10/15/1998 0:00:00,298.15,280.00,4.82
10/16/1998 0:00:00,297.95,285.00,4.96
10/19/1998 0:00:00,298.55,283.00,4.90
10/20/1998 0:00:00,295.40,277.00,4.85
10/21/1998 0:00:00,295.25,278.00,4.89
10/22/1998 0:00:00,292.90,280.00,4.88
10/23/1998 0:00:00,292.25,280.00,4.86
10/26/1998 0:00:00,291.45,282.00,4.86
10/27/1998 0:00:00,293.00,286.00,5.00
10/28/1998 0:00:00,293.15,287.00,5.06
10/29/1998 0:00:00,294.00,284.00,5.04
10/30/1998 0:00:00,292.30,282.00,5.05
11/2/1998 0:00:00,292.70,279.00,5.03
11/3/1998 0:00:00,288.60,279.00,4.96
11/4/1998 0:00:00,289.40,280.00,4.92
11/5/1998 0:00:00,290.60,281.00,4.95
11/6/1998 0:00:00,293.30,279.00,5.03
11/9/1998 0:00:00,292.05,278.00,4.99
11/10/1998 0:00:00,292.25,279.00,5.00
11/11/1998 0:00:00,293.50,279.00,4.98
11/12/1998 0:00:00,294.45,284.00,4.98
11/13/1998 0:00:00,297.10,284.00,5.12
11/16/1998 0:00:00,294.85,283.00,5.03
11/17/1998 0:00:00,293.80,285.00,4.95
11/18/1998 0:00:00,296.50,298.00,4.95
11/19/1998 0:00:00,296.35,303.00,5.01
11/20/1998 0:00:00,295.60,309.00,4.96
11/23/1998 0:00:00,295.50,291.00,4.91
11/24/1998 0:00:00,296.45,282.00,4.91
11/25/1998 0:00:00,296.30,282.00,4.91
11/26/1998 0:00:00,296.40,284.00,4.92
11/27/1998 0:00:00,296.15,282.00,4.93
11/30/1998 0:00:00,294.70,278.00,4.92
12/1/1998 0:00:00,293.30,281.00,4.87
12/2/1998 0:00:00,294.15,278.00,4.87
12/3/1998 0:00:00,292.85,279.00,4.69
12/4/1998 0:00:00,292.30,280.00,4.78
12/7/1998 0:00:00,295.55,280.00,4.76
12/8/1998 0:00:00,294.40,278.00,4.78
12/9/1998 0:00:00,294.20,290.00,4.82
12/10/1998 0:00:00,293.95,303.00,4.83
12/11/1998 0:00:00,290.80,300.00,4.83
12/14/1998 0:00:00,291.40,299.00,4.78
12/15/1998 0:00:00,292.55,302.00,4.87
12/16/1998 0:00:00,294.10,325.00,4.94
12/17/1998 0:00:00,293.30,337.00,5.01
12/18/1998 0:00:00,291.60,314.00,4.93
12/21/1998 0:00:00,289.65,315.00,4.95
12/22/1998 0:00:00,287.25,315.00,4.89
12/23/1998 0:00:00,285.80,310.00,4.89
12/24/1998 0:00:00,285.80,314.00,4.90
12/29/1998 0:00:00,286.95,334.00,4.91
12/30/1998 0:00:00,287.80,336.00,5.03
12/31/1998 0:00:00,287.80,340.00,5.00
1/4/1999 0:00:00,287.15,339.00,4.99
1/5/1999 0:00:00,287.15,339.00,4.91
1/6/1999 0:00:00,287.65,336.00,5.15
1/7/1999 0:00:00,289.95,322.00,5.29
1/8/1999 0:00:00,290.90,323.00,5.21
1/11/1999 0:00:00,291.15,322.00,5.25
1/12/1999 0:00:00,289.80,324.00,5.35
1/13/1999 0:00:00,285.45,319.00,5.18
1/14/1999 0:00:00,285.65,318.00,5.14
1/15/1999 0:00:00,285.95,318.00,5.10
1/18/1999 0:00:00,286.75,323.00,5.13
1/19/1999 0:00:00,286.50,328.00,5.12
1/20/1999 0:00:00,286.00,331.00,5.13
1/21/1999 0:00:00,287.75,327.00,5.15
1/22/1999 0:00:00,287.00,326.00,5.13
1/25/1999 0:00:00,287.70,330.00,5.09
1/26/1999 0:00:00,287.10,332.00,5.15
1/27/1999 0:00:00,283.80,338.00,5.08
1/28/1999 0:00:00,283.55,337.00,5.08
1/29/1999 0:00:00,285.40,342.00,5.23
2/1/1999 0:00:00,286.90,349.00,5.27
2/2/1999 0:00:00,288.55,346.00,5.28
2/3/1999 0:00:00,286.85,350.00,5.54
2/4/1999 0:00:00,287.25,360.00,5.62
2/5/1999 0:00:00,289.40,358.00,5.69
2/8/1999 0:00:00,288.85,350.00,5.57
2/9/1999 0:00:00,287.00,353.00,5.53
2/10/1999 0:00:00,288.20,369.00,5.52
2/11/1999 0:00:00,287.30,365.00,5.49
2/12/1999 0:00:00,289.15,363.00,5.64
2/15/1999 0:00:00,289.20,363.00,5.75
2/16/1999 0:00:00,285.30,362.00,5.66
2/17/1999 0:00:00,285.75,356.00,5.38
2/18/1999 0:00:00,285.70,357.00,5.46
2/19/1999 0:00:00,286.35,367.00,5.60
2/22/1999 0:00:00,287.20,358.00,5.57
2/23/1999 0:00:00,286.70,353.00,5.50
2/24/1999 0:00:00,287.40,353.00,5.50
2/25/1999 0:00:00,286.45,360.00,5.42
2/26/1999 0:00:00,287.05,356.00,5.58
3/1/1999 0:00:00,286.70,360.00,5.62
3/2/1999 0:00:00,288.25,356.00,5.48
3/3/1999 0:00:00,285.95,356.00,5.34
3/4/1999 0:00:00,287.70,355.00,5.22
3/5/1999 0:00:00,287.90,355.00,5.29
3/8/1999 0:00:00,289.50,354.00,5.24
3/9/1999 0:00:00,292.95,354.00,5.31
3/10/1999 0:00:00,291.80,352.00,5.24
3/11/1999 0:00:00,294.00,353.00,5.28
3/12/1999 0:00:00,292.50,355.00,5.30
3/15/1999 0:00:00,289.70,356.00,5.20
3/16/1999 0:00:00,283.00,357.00,5.05
3/17/1999 0:00:00,284.70,358.00,5.04
3/18/1999 0:00:00,283.70,355.00,5.04
3/19/1999 0:00:00,283.70,357.00,5.03
3/22/1999 0:00:00,284.30,365.00,5.07
3/23/1999 0:00:00,284.10,362.00,5.13
3/24/1999 0:00:00,284.25,361.00,5.09
3/25/1999 0:00:00,283.40,363.00,5.05
3/26/1999 0:00:00,279.80,377.00,5.05
3/29/1999 0:00:00,280.15,373.00,5.09
3/30/1999 0:00:00,279.60,365.00,5.11
3/31/1999 0:00:00,279.45,367.00,5.02
4/1/1999 0:00:00,280.55,355.00,5.01
4/6/1999 0:00:00,278.50,363.00,4.94
4/7/1999 0:00:00,280.15,368.00,4.95
4/8/1999 0:00:00,281.00,369.00,4.97
4/9/1999 0:00:00,280.60,369.00,4.91
4/12/1999 0:00:00,283.20,370.00,4.98
4/13/1999 0:00:00,283.45,370.00,4.89
4/14/1999 0:00:00,283.40,375.00,4.94
4/15/1999 0:00:00,283.65,372.00,4.88
4/16/1999 0:00:00,284.20,376.00,5.02
4/19/1999 0:00:00,284.20,387.00,5.06
4/20/1999 0:00:00,284.35,392.00,5.14
4/21/1999 0:00:00,283.25,385.00,5.11
4/22/1999 0:00:00,283.40,373.00,5.15
4/23/1999 0:00:00,283.30,371.00,5.18
4/26/1999 0:00:00,281.50,359.00,5.14
4/27/1999 0:00:00,281.05,356.00,5.09
4/28/1999 0:00:00,283.00,345.00,5.20
4/29/1999 0:00:00,283.00,337.00,5.27
4/30/1999 0:00:00,286.60,326.00,5.44
5/4/1999 0:00:00,285.30,293.00,5.32
5/5/1999 0:00:00,286.00,287.00,5.29
5/6/1999 0:00:00,287.95,315.00,5.43
5/7/1999 0:00:00,282.40,332.00,5.27
5/10/1999 0:00:00,278.00,337.00,5.37
5/11/1999 0:00:00,279.45,336.00,5.38
5/12/1999 0:00:00,277.55,341.00,5.40
5/13/1999 0:00:00,277.85,346.00,5.36
5/14/1999 0:00:00,276.00,350.00,5.47
5/17/1999 0:00:00,276.10,344.00,5.36
5/18/1999 0:00:00,275.05,350.00,5.37
5/19/1999 0:00:00,272.50,341.00,5.28
5/20/1999 0:00:00,274.00,338.00,5.31
5/21/1999 0:00:00,273.30,334.00,5.30
5/24/1999 0:00:00,272.20,335.00,5.14
5/25/1999 0:00:00,271.70,334.00,5.08
5/26/1999 0:00:00,269.50,350.00,5.05
5/27/1999 0:00:00,268.95,344.00,4.95
5/28/1999 0:00:00,268.60,343.00,4.93
6/1/1999 0:00:00,266.85,344.00,4.88
6/2/1999 0:00:00,267.15,347.00,4.98
6/3/1999 0:00:00,264.75,348.00,4.96
6/4/1999 0:00:00,265.30,350.00,4.90
6/7/1999 0:00:00,265.60,348.00,4.98
6/8/1999 0:00:00,262.35,350.00,4.98
6/9/1999 0:00:00,261.30,355.00,4.92
6/10/1999 0:00:00,258.60,356.00,5.02
6/11/1999 0:00:00,259.70,347.00,5.09
6/14/1999 0:00:00,260.35,338.00,5.11
6/15/1999 0:00:00,260.00,346.00,5.07
6/16/1999 0:00:00,258.70,343.00,5.01
6/17/1999 0:00:00,258.15,341.00,5.04
6/18/1999 0:00:00,258.95,345.00,5.06
6/21/1999 0:00:00,259.30,344.00,4.97
6/22/1999 0:00:00,258.55,335.00,5.02
6/23/1999 0:00:00,259.15,333.00,5.07
6/24/1999 0:00:00,260.15,335.00,5.10
6/25/1999 0:00:00,260.70,336.00,5.12
6/28/1999 0:00:00,260.30,331.00,5.07
6/29/1999 0:00:00,262.00,327.00,5.15
6/30/1999 0:00:00,261.00,326.00,5.21
7/1/1999 0:00:00,262.60,325.00,5.31
7/2/1999 0:00:00,263.10,324.00,5.24
7/5/1999 0:00:00,261.80,319.00,5.27
7/6/1999 0:00:00,257.60,320.00,5.25
7/7/1999 0:00:00,257.10,322.00,5.17
7/8/1999 0:00:00,257.20,333.00,5.22
7/9/1999 0:00:00,257.30,337.00,5.21
7/12/1999 0:00:00,256.00,340.00,5.22
7/13/1999 0:00:00,254.65,339.00,5.08
7/14/1999 0:00:00,255.25,343.00,5.12
7/15/1999 0:00:00,253.30,345.00,5.05
7/16/1999 0:00:00,255.65,343.00,5.11
7/19/1999 0:00:00,253.95,341.00,5.05
7/20/1999 0:00:00,252.80,340.00,5.05
7/21/1999 0:00:00,254.50,342.00,5.02
7/22/1999 0:00:00,253.95,347.00,5.11
7/23/1999 0:00:00,255.30,348.00,5.13
7/26/1999 0:00:00,253.50,347.00,5.11
7/27/1999 0:00:00,254.60,347.00,5.16
7/28/1999 0:00:00,254.10,342.00,5.15
7/29/1999 0:00:00,253.90,346.00,5.32
7/30/1999 0:00:00,255.60,342.00,5.44
8/2/1999 0:00:00,255.35,338.00,5.36
8/3/1999 0:00:00,256.00,343.00,5.41
8/4/1999 0:00:00,255.85,346.00,5.52
8/5/1999 0:00:00,256.00,347.00,5.45
8/6/1999 0:00:00,255.75,344.00,5.38
8/9/1999 0:00:00,256.50,352.00,5.35
8/10/1999 0:00:00,256.50,346.00,5.28
8/11/1999 0:00:00,257.75,345.00,5.34
8/12/1999 0:00:00,260.30,347.00,5.39
8/13/1999 0:00:00,260.45,346.00,5.34
8/16/1999 0:00:00,259.00,342.00,5.25
8/17/1999 0:00:00,259.65,343.00,5.23
8/18/1999 0:00:00,261.30,346.00,5.24
8/19/1999 0:00:00,258.00,348.00,5.20
8/20/1999 0:00:00,258.25,350.00,5.18
8/23/1999 0:00:00,255.90,350.00,5.24
8/24/1999 0:00:00,253.40,346.00,5.13
8/25/1999 0:00:00,252.85,345.00,5.11
8/26/1999 0:00:00,253.15,345.00,5.07
8/27/1999 0:00:00,253.80,344.00,5.12
8/31/1999 0:00:00,254.80,344.00,5.07
9/1/1999 0:00:00,254.70,346.00,5.19
9/2/1999 0:00:00,254.20,349.00,5.14
9/3/1999 0:00:00,254.40,357.00,5.19
9/6/1999 0:00:00,254.60,358.00,5.13
9/7/1999 0:00:00,255.60,360.00,5.16
9/8/1999 0:00:00,256.15,358.00,5.16
9/9/1999 0:00:00,256.90,360.00,5.18
9/10/1999 0:00:00,256.00,368.00,5.20
9/13/1999 0:00:00,256.30,370.00,5.19
9/14/1999 0:00:00,256.75,372.00,5.13
9/15/1999 0:00:00,257.15,367.00,5.13
9/16/1999 0:00:00,255.90,374.00,5.10
9/17/1999 0:00:00,255.10,370.00,5.09
9/20/1999 0:00:00,255.40,367.00,5.11
9/21/1999 0:00:00,258.85,368.00,5.14
9/22/1999 0:00:00,263.40,373.00,5.25
9/23/1999 0:00:00,264.35,368.00,5.26
9/24/1999 0:00:00,270.00,363.00,5.25
9/27/1999 0:00:00,281.10,369.00,5.31
9/28/1999 0:00:00,301.50,380.00,5.44
9/29/1999 0:00:00,307.00,400.00,5.71
9/30/1999 0:00:00,299.00,380.00,5.57
10/1/1999 0:00:00,307.50,386.00,5.67
10/4/1999 0:00:00,312.75,390.00,5.60
10/5/1999 0:00:00,325.50,395.00,5.71
10/6/1999 0:00:00,318.25,385.00,5.47
10/7/1999 0:00:00,323.50,390.00,5.57
10/8/1999 0:00:00,323.25,395.00,5.55
10/11/1999 0:00:00,317.75,398.00,5.52
10/12/1999 0:00:00,320.25,402.00,5.56
10/13/1999 0:00:00,321.75,393.00,5.55
10/14/1999 0:00:00,321.00,380.00,5.65
10/15/1999 0:00:00,315.75,376.00,5.38
10/18/1999 0:00:00,311.75,382.00,5.34
10/19/1999 0:00:00,309.50,381.00,5.23
10/20/1999 0:00:00,307.00,393.00,5.24
10/21/1999 0:00:00,302.85,390.00,5.17
10/22/1999 0:00:00,302.40,391.00,5.21
10/25/1999 0:00:00,302.00,396.00,5.24
10/26/1999 0:00:00,296.40,396.00,5.26
10/27/1999 0:00:00,290.60,395.00,5.18
10/28/1999 0:00:00,296.25,394.00,5.21
10/29/1999 0:00:00,299.10,394.00,5.29
11/1/1999 0:00:00,291.35,395.00,5.19
11/2/1999 0:00:00,290.75,395.00,5.21
11/3/1999 0:00:00,291.00,394.00,5.22
11/4/1999 0:00:00,290.60,396.00,5.22
11/5/1999 0:00:00,289.70,399.00,5.21
11/8/1999 0:00:00,288.25,400.00,5.05
11/9/1999 0:00:00,290.75,405.00,5.07
11/10/1999 0:00:00,295.75,409.00,5.11
11/11/1999 0:00:00,296.00,422.00,5.12
11/12/1999 0:00:00,291.25,419.00,5.07
11/15/1999 0:00:00,290.90,420.00,5.07
11/16/1999 0:00:00,294.25,417.00,5.09
11/17/1999 0:00:00,293.65,420.00,5.16
11/18/1999 0:00:00,293.60,410.00,5.10
11/19/1999 0:00:00,293.75,395.00,5.13
11/22/1999 0:00:00,294.90,402.00,5.13
11/23/1999 0:00:00,297.25,410.00,5.17
11/24/1999 0:00:00,297.50,405.00,5.25
11/25/1999 0:00:00,298.40,406.00,5.19
11/26/1999 0:00:00,296.85,402.00,5.19
11/29/1999 0:00:00,292.25,400.00,5.22
11/30/1999 0:00:00,291.35,400.00,5.18
12/1/1999 0:00:00,289.15,400.00,5.19
12/2/1999 0:00:00,286.00,403.00,5.16
12/3/1999 0:00:00,282.75,405.00,5.08
12/6/1999 0:00:00,276.10,410.00,5.07
12/7/1999 0:00:00,279.25,413.00,5.13
12/8/1999 0:00:00,280.95,412.00,5.14
12/9/1999 0:00:00,279.00,414.00,5.09
12/10/1999 0:00:00,280.65,414.00,5.10
12/13/1999 0:00:00,279.50,423.00,5.11
12/14/1999 0:00:00,279.25,430.00,5.10
12/15/1999 0:00:00,280.05,434.00,5.18
12/16/1999 0:00:00,280.30,435.00,5.16
12/17/1999 0:00:00,284.15,448.00,5.20
12/20/1999 0:00:00,284.25,446.00,5.20
12/21/1999 0:00:00,282.75,444.00,5.17
12/22/1999 0:00:00,285.75,443.00,5.16
12/23/1999 0:00:00,287.30,445.00,5.19
12/24/1999 0:00:00,287.30,447.00,5.19
12/29/1999 0:00:00,290.90,455.00,5.19
12/30/1999 0:00:00,290.25,459.00,5.33
1/4/2000 0:00:00,281.50,450.00,5.30
1/5/2000 0:00:00,280.45,439.00,5.28
1/6/2000 0:00:00,279.40,440.00,5.14
1/7/2000 0:00:00,282.10,442.00,5.13
1/10/2000 0:00:00,281.60,452.00,5.14
1/11/2000 0:00:00,282.25,456.00,5.15
1/12/2000 0:00:00,282.25,454.00,5.14
1/13/2000 0:00:00,282.10,447.00,5.09
1/14/2000 0:00:00,283.30,442.00,5.09
1/17/2000 0:00:00,285.35,445.00,5.12
1/18/2000 0:00:00,285.80,442.00,5.13
1/19/2000 0:00:00,287.65,447.00,5.10
1/20/2000 0:00:00,288.10,449.00,5.13
1/21/2000 0:00:00,287.75,460.00,5.18
1/24/2000 0:00:00,287.20,470.00,5.21
1/25/2000 0:00:00,288.00,482.00,5.26
1/26/2000 0:00:00,285.90,479.00,5.20
1/27/2000 0:00:00,285.55,481.00,5.29
1/28/2000 0:00:00,286.75,495.00,5.37
1/31/2000 0:00:00,283.30,490.00,5.26
2/1/2000 0:00:00,283.00,493.00,5.24
2/2/2000 0:00:00,285.60,507.00,5.20
2/3/2000 0:00:00,285.05,512.00,5.20
2/4/2000 0:00:00,293.65,519.00,5.23
2/7/2000 0:00:00,312.70,540.00,5.44
2/8/2000 0:00:00,296.25,579.00,5.27
2/9/2000 0:00:00,308.60,584.00,5.36
2/10/2000 0:00:00,309.00,590.00,5.36
2/11/2000 0:00:00,311.50,600.00,5.36
2/14/2000 0:00:00,308.35,607.00,5.23
2/15/2000 0:00:00,304.25,665.00,5.24
2/16/2000 0:00:00,302.50,685.00,5.23
2/17/2000 0:00:00,304.75,745.00,5.28
2/18/2000 0:00:00,303.55,680.00,5.23
2/21/2000 0:00:00,305.25,800.00,5.24
2/22/2000 0:00:00,302.25,775.00,5.24
2/23/2000 0:00:00,302.00,800.00,5.25
2/24/2000 0:00:00,298.75,725.00,5.22
2/25/2000 0:00:00,294.00,690.00,5.15
2/28/2000 0:00:00,292.50,730.00,5.07
2/29/2000 0:00:00,293.65,750.00,5.09
3/1/2000 0:00:00,292.90,735.00,5.12
3/2/2000 0:00:00,289.90,685.00,5.03
3/3/2000 0:00:00,288.50,660.00,5.02
3/6/2000 0:00:00,288.80,675.00,5.09
3/7/2000 0:00:00,289.75,665.00,5.05
3/8/2000 0:00:00,291.20,720.00,5.06
3/9/2000 0:00:00,290.50,710.00,5.05
3/10/2000 0:00:00,290.25,720.00,5.11
3/13/2000 0:00:00,290.65,710.00,5.09
3/14/2000 0:00:00,288.75,705.00,5.08
3/15/2000 0:00:00,289.15,725.00,5.08
3/16/2000 0:00:00,287.35,725.00,5.11
3/17/2000 0:00:00,283.90,730.00,5.06
3/20/2000 0:00:00,285.75,730.00,5.06
3/21/2000 0:00:00,285.15,705.00,5.03
3/22/2000 0:00:00,287.80,680.00,5.13
3/23/2000 0:00:00,284.75,660.00,5.10
3/24/2000 0:00:00,284.85,650.00,5.08
3/27/2000 0:00:00,284.15,640.00,5.09
3/28/2000 0:00:00,280.65,640.00,5.06
3/29/2000 0:00:00,279.75,635.00,5.05
3/30/2000 0:00:00,275.75,620.00,4.94
3/31/2000 0:00:00,276.75,605.00,4.93
4/3/2000 0:00:00,277.50,590.00,5.04
4/4/2000 0:00:00,276.85,600.00,4.99
4/5/2000 0:00:00,281.30,610.00,5.11
4/6/2000 0:00:00,279.35,595.00,5.09
4/7/2000 0:00:00,280.15,590.00,5.08
4/10/2000 0:00:00,282.25,570.00,5.08
4/11/2000 0:00:00,282.50,565.00,5.11
4/12/2000 0:00:00,280.40,570.00,5.09
4/13/2000 0:00:00,281.40,565.00,5.10
4/14/2000 0:00:00,282.00,580.00,5.13
4/17/2000 0:00:00,281.75,585.00,5.13
4/18/2000 0:00:00,281.10,590.00,5.08
4/19/2000 0:00:00,281.35,595.00,5.10
4/20/2000 0:00:00,279.85,570.00,5.09
4/25/2000 0:00:00,279.50,580.00,4.96
4/26/2000 0:00:00,276.20,585.00,4.97
4/27/2000 0:00:00,276.00,590.00,4.97
4/28/2000 0:00:00,275.05,610.00,4.93
5/2/2000 0:00:00,275.45,625.00,5.00
5/3/2000 0:00:00,275.60,600.00,5.00
5/4/2000 0:00:00,280.00,585.00,5.00
5/5/2000 0:00:00,280.75,580.00,5.07
5/8/2000 0:00:00,277.90,585.00,4.98
5/9/2000 0:00:00,276.30,590.00,4.99
5/10/2000 0:00:00,277.60,585.00,5.02
5/11/2000 0:00:00,276.75,580.00,5.00
5/12/2000 0:00:00,276.65,580.00,4.97
5/15/2000 0:00:00,275.05,570.00,4.98
5/16/2000 0:00:00,276.00,570.00,5.00
5/17/2000 0:00:00,273.10,585.00,5.04
5/18/2000 0:00:00,272.80,575.00,4.96
5/19/2000 0:00:00,273.15,580.00,4.98
5/22/2000 0:00:00,274.00,575.00,4.97
5/23/2000 0:00:00,274.05,578.00,4.99
5/24/2000 0:00:00,273.70,575.00,4.98
5/25/2000 0:00:00,273.35,575.00,4.96
5/26/2000 0:00:00,271.30,573.00,4.91
5/30/2000 0:00:00,273.15,575.00,4.94
5/31/2000 0:00:00,272.25,580.00,4.90
6/1/2000 0:00:00,272.50,582.00,4.89
6/2/2000 0:00:00,281.60,595.00,4.91
6/5/2000 0:00:00,283.25,615.00,5.03
6/6/2000 0:00:00,288.40,620.00,5.00
6/7/2000 0:00:00,284.10,640.00,5.04
6/8/2000 0:00:00,285.75,648.00,5.05
6/9/2000 0:00:00,284.40,658.00,5.03
6/12/2000 0:00:00,284.60,650.00,5.01
6/13/2000 0:00:00,291.50,672.00,5.08
6/14/2000 0:00:00,287.15,670.00,4.99
6/15/2000 0:00:00,287.40,677.00,5.06
6/16/2000 0:00:00,290.10,690.00,5.05
6/19/2000 0:00:00,285.90,700.00,5.04
6/20/2000 0:00:00,286.20,695.00,4.99
6/21/2000 0:00:00,286.05,695.00,5.02
6/22/2000 0:00:00,287.65,675.00,4.93
6/23/2000 0:00:00,285.80,664.00,4.95
6/26/2000 0:00:00,284.05,675.00,4.94
6/27/2000 0:00:00,283.80,667.00,4.95
6/28/2000 0:00:00,288.00,660.00,4.93
6/29/2000 0:00:00,289.75,668.00,4.97
6/30/2000 0:00:00,288.15,650.00,5.01
7/3/2000 0:00:00,287.65,635.00,4.99
7/4/2000 0:00:00,286.50,635.00,4.99
7/5/2000 0:00:00,286.85,630.00,4.99
7/6/2000 0:00:00,284.90,638.00,4.97
7/7/2000 0:00:00,282.85,665.00,4.98
7/10/2000 0:00:00,284.10,675.00,4.97
7/11/2000 0:00:00,282.85,685.00,4.97
7/12/2000 0:00:00,279.95,673.00,4.95
7/13/2000 0:00:00,280.80,675.00,4.95
7/14/2000 0:00:00,280.25,690.00,4.96
7/17/2000 0:00:00,282.45,715.00,5.00
7/18/2000 0:00:00,282.75,720.00,5.01
7/19/2000 0:00:00,279.20,715.00,4.99
7/20/2000 0:00:00,279.35,733.00,4.96
7/21/2000 0:00:00,279.30,783.00,4.98
7/24/2000 0:00:00,279.75,780.00,4.92
7/25/2000 0:00:00,279.70,775.00,4.92
7/26/2000 0:00:00,279.40,772.00,4.96
7/27/2000 0:00:00,279.85,770.00,4.93
7/28/2000 0:00:00,278.10,777.00,4.95
7/31/2000 0:00:00,276.75,835.00,4.95
8/1/2000 0:00:00,277.60,850.00,4.97
8/2/2000 0:00:00,277.60,865.00,4.96
8/3/2000 0:00:00,275.50,825.00,4.95
8/4/2000 0:00:00,273.95,815.00,4.94
8/7/2000 0:00:00,273.20,750.00,4.92
8/8/2000 0:00:00,273.10,780.00,4.92
8/9/2000 0:00:00,272.00,800.00,4.87
8/10/2000 0:00:00,272.20,800.00,4.87
8/11/2000 0:00:00,272.70,800.00,4.90
8/14/2000 0:00:00,275.45,750.00,4.91
8/15/2000 0:00:00,274.15,770.00,4.86
8/16/2000 0:00:00,276.35,770.00,4.84
8/17/2000 0:00:00,277.20,763.00,4.87
8/18/2000 0:00:00,275.60,750.00,4.85
8/21/2000 0:00:00,274.60,750.00,4.83
8/22/2000 0:00:00,273.40,753.00,4.82
8/23/2000 0:00:00,273.15,745.00,4.81
8/24/2000 0:00:00,272.60,735.00,4.76
8/25/2000 0:00:00,273.65,733.00,4.86
8/29/2000 0:00:00,274.00,728.00,4.88
8/30/2000 0:00:00,273.30,723.00,4.89
8/31/2000 0:00:00,277.00,728.00,4.91
9/1/2000 0:00:00,277.00,733.00,4.94
9/4/2000 0:00:00,276.65,728.00,4.95
9/5/2000 0:00:00,275.00,730.00,4.94
9/6/2000 0:00:00,274.15,745.00,4.95
9/7/2000 0:00:00,272.70,770.00,4.91
9/8/2000 0:00:00,272.75,778.00,4.89
9/11/2000 0:00:00,272.55,765.00,4.86
9/12/2000 0:00:00,274.65,767.00,4.85
9/13/2000 0:00:00,272.50,755.00,4.88
9/14/2000 0:00:00,273.10,732.00,4.86
9/15/2000 0:00:00,272.60,732.00,4.86
9/18/2000 0:00:00,273.00,732.00,4.85
9/19/2000 0:00:00,271.85,728.00,4.84
9/20/2000 0:00:00,271.40,735.00,4.85
9/21/2000 0:00:00,269.50,730.00,4.82
9/22/2000 0:00:00,273.95,740.00,4.88
9/25/2000 0:00:00,272.85,727.00,4.89
9/26/2000 0:00:00,274.85,722.00,4.89
9/27/2000 0:00:00,276.15,722.00,4.90
9/28/2000 0:00:00,276.40,720.00,4.93
9/29/2000 0:00:00,273.65,722.00,4.88
10/2/2000 0:00:00,273.10,722.00,4.88
10/3/2000 0:00:00,272.10,727.00,4.88
10/4/2000 0:00:00,271.35,735.00,4.88
10/5/2000 0:00:00,270.40,742.00,4.87
10/6/2000 0:00:00,270.00,747.00,4.85
10/9/2000 0:00:00,270.00,742.00,4.86
10/10/2000 0:00:00,270.50,742.00,4.86
10/11/2000 0:00:00,272.75,745.00,4.88
10/12/2000 0:00:00,274.00,743.00,4.85
